id,submitdate,lastpage,startlanguage,seed,startdate,datestamp,refurl,ProlificID,SessionID,StudyID,group,Checks,Instruction,VMVE,VMIE,IMVE,IMIE,ComprehensionCheck,SAMontero[ComfortPublic],SAMontero[ComfortPrivate],SAPearson,SAKoelle,ConfidenceKoelle,LocationsRico[parking],LocationsRico[carpark],LocationsRico[servicearea],LocationsRico[pavement],LocationsRico[home],LocationsRico[driving],LocationsRico[passenger],LocationsRico[pub],LocationsRico[workplace],AudiencesRico[alone],AudiencesRico[partner],AudiencesRico[friends],AudiencesRico[colleagues],AudiencesRico[strangers],AudiencesRico[family],Gender,Age,SurveyFinished,interviewtime,groupTime7,ProlificIDTime,SessionIDTime,StudyIDTime,groupTime,ChecksTime,groupTime8,InstructionTime,VMVETime,VMIETime,IMVETime,IMIETime,ComprehensionCheckTime,groupTime10,SAMonteroTime,SAPearsonTime,SAKoelleTime,ConfidenceKoelleTime,LocationsRicoTime,AudiencesRicoTime,groupTime9,GenderTime,AgeTime,SurveyFinishedTime
205,2024-07-22 22:14:53,20,en,445655014,2024-07-22 22:10:20,2024-07-22 22:14:53,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,6,5,5,5,5,5,male,44,,269.54,,,,,,,,62.92,,,,40.48,12.35,,8.76,7.64,6.18,9.79,70.88,33.94,,5.01,5.17,6.42
206,2024-07-22 22:12:26,20,en,2046995592,2024-07-22 22:10:21,2024-07-22 22:12:26,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,femal,32,,110.98,,,,,,,,9.58,,25.66,,,13.11,,5.72,4.99,4.21,3.48,19.36,10.83,,3.86,5.01,5.17
207,2024-07-22 22:13:55,20,en,1862438825,2024-07-22 22:10:25,2024-07-22 22:13:55,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,6,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,51,,186.05,,,,,,,,18.9,,,,45.89,15.59,,10.26,5.5,8.76,8.29,40.65,18.07,,4.09,6.02,4.03
208,2024-07-22 22:12:51,20,en,2002453922,2024-07-22 22:10:27,2024-07-22 22:12:51,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,2,3,3,5,3,2,2,2,2,3,6,6,2,1,3,3,2,1,2,3,femal,29,,142.69,,,,,,,,7.5,,,,22.42,15.58,,10.04,5.43,10.31,6.66,36.72,17.75,,3.24,4.02,3.02
209,2024-07-22 22:13:49,20,en,1099148278,2024-07-22 22:10:29,2024-07-22 22:13:49,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,2,5,5,5,5,5,5,5,femal,26,,194.25,,,,,,,,24.98,,35.66,,,13.02,,10.11,7.62,8.42,6.03,43.57,18.88,,4.84,16.23,4.89
210,2024-07-22 22:14:51,20,en,2088985273,2024-07-22 22:10:30,2024-07-22 22:14:51,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,4,4,5,7,7,5,5,5,5,5,1,1,5,5,5,5,5,5,3,5,femal,76,,247.64,,,,,,,,18.54,,,50.23,,44.18,,9.67,17.26,8.95,7.35,42.1,24.07,,5.94,7.94,11.41
211,2024-07-22 22:12:16,20,en,578488403,2024-07-22 22:10:33,2024-07-22 22:12:16,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,3,4,6,3,4,2,1,1,2,4,5,1,2,1,3,5,4,4,3,2,4,femal,25,,101.27,,,,,,,,3.84,3.68,,,,14.55,,8.27,3.73,6.51,7.12,26.86,15.65,,3.42,4.48,3.16
212,2024-07-22 22:13:50,20,en,1208855109,2024-07-22 22:10:33,2024-07-22 22:13:49,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,4,6,5,7,5,4,5,3,3,5,1,6,1,3,5,5,5,5,4,5,femal,21,,191.6,,,,,,,,11.01,24.5,,,,14.66,,14.82,7.75,8.6,6.55,56.95,32.94,,3.84,5.99,3.99
213,2024-07-22 22:14:39,20,en,561493621,2024-07-22 22:10:36,2024-07-22 22:14:39,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,4,4,5,6,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,45,,206.3,,,,,,,,9.01,,,,66.68,24.24,,10.59,6.23,8.36,4.96,42.13,21.35,,3.18,4.9,4.67
214,2024-07-22 22:14:39,20,en,1828359480,2024-07-22 22:10:38,2024-07-22 22:14:39,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,male,34,,156.14,,,,,,,,11.71,29.93,,,,12.7,,7.76,5.95,6.12,41.8,11.97,11.81,,5.27,4.76,6.36
215,2024-07-22 22:13:15,20,en,1729836550,2024-07-22 22:10:39,2024-07-22 22:13:15,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,femal,47,,150.92,,,,,,,,11.98,,46.63,,,11.91,,5.8,5.48,4.45,5.03,28.3,17.66,,4.78,5.12,3.78
216,,10,en,54506913,2024-07-22 22:10:40,2024-07-22 22:11:25,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.38,,,,,,,,6.18,,,,30.2,,,,,,,,,,,,
217,2024-07-22 22:14:28,20,en,425189698,2024-07-22 22:10:41,2024-07-22 22:14:28,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,male,63,,217.08,,,,,,,,16.37,,,67.09,,19.38,,12.1,9.5,8.08,7.48,36.96,17.83,,8.55,7.64,6.1
218,2024-07-22 22:13:51,20,en,134781519,2024-07-22 22:10:42,2024-07-22 22:13:51,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,4,5,5,6,5,5,5,4,4,5,6,6,6,4,5,5,4,4,4,5,male,39,,166.01,,,,,,,,8.73,,33.55,,,13.94,,8,5.14,5.69,5.82,41.15,28.57,,4.67,5.24,5.51
219,2024-07-22 22:13:51,20,en,2142555279,2024-07-22 22:10:43,2024-07-22 22:13:51,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,6,6,5,7,7,5,4,5,5,5,6,6,6,5,5,5,5,5,5,5,male,65,,188.88,,,,,,,,17.28,,,,41.49,17.42,,9.84,6.4,8.27,5.31,50.72,14.92,,5.89,6.2,5.14
220,2024-07-22 22:13:24,20,en,1954156190,2024-07-22 22:10:45,2024-07-22 22:13:24,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,3,5,4,5,3,4,4,4,2,5,6,6,6,6,5,5,4,4,2,5,femal,30,,160.45,,,,,,,,8.62,,22.69,,,25.42,,12.28,4.72,5.83,6.7,46.13,17.73,,3.44,4.33,2.56
221,2024-07-22 22:12:18,20,en,604025617,2024-07-22 22:10:46,2024-07-22 22:12:18,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,1,5,5,5,6,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,24,,94.28,,,,,,,,7.99,,,26.55,,9.29,,6.49,3.79,5.69,3.45,13.88,7.62,,3.74,4.01,1.78
222,2024-07-22 22:14:25,20,en,1911408250,2024-07-22 22:10:49,2024-07-22 22:14:25,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,6,5,5,5,5,5,6,6,6,5,5,5,5,5,4,5,femal,39,,202.09,,,,,,,,15.57,69.58,,,,14.42,,11.89,6.23,7.38,9.17,36.32,16.01,,3.78,7.07,4.67
223,2024-07-22 22:13:32,20,en,2052216158,2024-07-22 22:10:49,2024-07-22 22:13:32,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,26,,118.67,,,,,,,,7.86,,,,24.25,9.67,,8.46,4.07,4.96,3.77,29.51,12.81,,3.75,4.74,4.82
224,2024-07-22 22:13:09,20,en,344552543,2024-07-22 22:10:51,2024-07-22 22:13:09,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,2,3,4,4,4,3,3,3,3,4,4,3,3,3,4,4,3,3,3,3,male,40,,134.75,,,,,,,,24.71,,47.43,,,7.07,,8.14,7.66,4.97,2.68,11.6,9.28,,3.33,4.83,3.05
225,2024-07-22 22:15:24,20,en,631455432,2024-07-22 22:10:53,2024-07-22 22:15:24,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,5,6,5,6,6,4,4,4,4,5,6,6,6,4,5,5,5,4,3,5,male,54,,251.99,,,,,,,,42.01,,,,45.87,13.37,,18.16,6.99,10.58,10.85,58.21,27.01,,3.67,9.39,5.88
226,2024-07-22 22:16:30,20,en,711086272,2024-07-22 22:10:54,2024-07-22 22:16:30,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,6,5,femal,51,,328.4,,,,,,,,28.47,,,140.66,,12.94,,11.6,10.39,5.66,8.54,45.38,42.4,,4.75,7.6,10.01
227,2024-07-22 22:13:48,20,en,1828517350,2024-07-22 22:10:55,2024-07-22 22:13:48,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,4,5,male,51,,163.08,,,,,,,,10.83,,29.87,,,15.32,,8.43,5.81,5.42,5.48,48.32,20.27,,3.81,4.72,4.8
228,,15,en,335349378,2024-07-22 22:10:57,2024-07-22 22:12:45,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,,,,,,,,,,,,,,,,,,,104.53,,,,,,,,5.72,27.45,,,,30.14,,9.53,14.48,9.86,7.35,,,,,,
229,2024-07-22 22:14:30,20,en,893312424,2024-07-22 22:11:00,2024-07-22 22:14:30,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,male,49,,201.19,,,,,,,,20.64,,,,31.31,18.15,,11.03,7.68,8.61,22.9,34.15,18.05,,6.67,12.79,9.21
230,2024-07-22 22:14:54,20,en,1445657636,2024-07-22 22:11:00,2024-07-22 22:14:54,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,34,,222.28,,,,,,,,14.37,,,,35.64,14.15,,9.03,5.2,5.9,67.04,44.68,15.58,,3.98,2.86,3.85
231,2024-07-22 22:17:59,20,en,1120004044,2024-07-22 22:11:02,2024-07-22 22:17:59,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,4,5,femal,49,,345.24,,,,,,,,53,53.16,,,,29.82,,16.42,9.33,12.25,11.3,82.02,44.54,,11.37,8.4,13.63
232,2024-07-22 22:14:42,20,en,1062240060,2024-07-22 22:11:04,2024-07-22 22:14:42,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,6,6,5,7,7,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,male,30,,125,,,,,,,,10.06,,,,28.35,10.45,,8.12,6.76,4.22,17.24,12.7,15.72,,3.71,4.29,3.38
233,2024-07-22 22:12:55,20,en,458461613,2024-07-22 22:11:04,2024-07-22 22:12:55,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,23,,113.35,,,,,,,,9.1,,,21.79,,8.79,,7.71,4.67,4.14,3.84,25.73,16.84,,3.85,3.79,3.1
234,2024-07-22 22:14:58,20,en,1940087326,2024-07-22 22:11:05,2024-07-22 22:14:58,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,42,,229.48,,,,,,,,14.35,,,125.37,,12.14,,7.11,3.83,6.49,5.28,27.44,16.11,,3.48,4.66,3.22
235,2024-07-22 22:16:29,20,en,460523233,2024-07-22 22:11:06,2024-07-22 22:16:28,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,3,6,6,5,7,7,5,5,5,6,6,6,6,6,6,5,5,5,5,5,5,femal,51,,301.74,,,,,,,,18.48,,,,29.87,31.9,,24.54,10.18,10.46,17.77,117.4,23.05,,4,8.09,6
236,2024-07-22 22:14:37,20,en,635678488,2024-07-22 22:11:08,2024-07-22 22:14:37,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,53,,157.89,,,,,,,,8.89,27.71,,,,11.04,,7.72,6.16,5.44,5.06,56.14,15.46,,4.53,6.52,3.22
237,2024-07-22 22:17:12,20,en,760576022,2024-07-22 22:11:08,2024-07-22 22:17:12,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,6,4,5,5,4,6,6,6,3,4,5,5,5,4,3,5,male,30,,351.87,,,,,,,,42.03,,,52.34,,43.82,,16.65,16.99,14.88,13.07,98.95,37.02,,4.45,7.28,4.39
238,2024-07-22 22:13:38,20,en,1005628578,2024-07-22 22:11:12,2024-07-22 22:13:37,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,male,53,,146.66,,,,,,,,18.35,,,,31.2,12.82,,8.84,5.74,10,5.71,28.72,11.03,,5.38,4.87,4
239,2024-07-22 22:14:53,20,en,27163953,2024-07-22 22:11:12,2024-07-22 22:14:53,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,2,3,6,3,4,2,2,1,2,1,4,6,6,6,2,5,5,5,1,1,5,femal,27,,215.9,,,,,,,,14.85,,,,22.54,19.76,,36.05,9.83,11.22,7.09,60.78,17.88,,7.62,4.12,4.16
240,2024-07-22 22:14:19,20,en,301422117,2024-07-22 22:11:13,2024-07-22 22:14:19,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,30,,167.59,,,,,,,,10.2,49.28,,,,6.32,,6.15,25.9,5.18,4.25,31.29,17.7,,3.8,4.81,2.71
241,2024-07-22 22:13:24,20,en,1999631073,2024-07-22 22:11:14,2024-07-22 22:13:24,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,4,6,5,6,4,3,3,3,3,3,3,3,3,3,3,5,5,2,1,5,femal,25,,124.08,,,,,,,,12.74,,32.42,,,12.91,,13.31,4.82,5.81,5.12,10.17,12.42,,4.53,5.31,4.52
242,2024-07-22 22:13:15,20,en,1403704267,2024-07-22 22:11:15,2024-07-22 22:13:15,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,4,4,5,5,5,5,4,4,4,4,4,4,male,19,,110.78,,,,,,,,9.9,22.71,,,,11.76,,9.15,3.27,5.97,5.36,14.41,13.69,,5.62,4.99,3.95
243,2024-07-22 22:14:26,20,en,774892177,2024-07-22 22:11:18,2024-07-22 22:14:26,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,2,2,2,3,3,2,3,3,2,3,1,2,2,3,3,3,3,2,2,3,male,38,,159.96,,,,,,,,11.98,,39.68,,,8.8,,16.75,5.87,6.15,4.6,34.99,17.77,,5.25,4.8,3.32
244,2024-07-22 22:17:32,20,en,1473742352,2024-07-22 22:11:25,2024-07-22 22:17:32,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,6,5,4,5,5,5,6,6,6,6,5,5,5,4,4,5,male,26,,341.25,,,,,,,,23.01,92.85,,,,18.59,,15.39,11.88,11.35,18.85,93.58,37.18,,5,6.23,7.34
245,2024-07-22 22:13:54,20,en,1626778090,2024-07-22 22:11:29,2024-07-22 22:13:54,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,4,4,5,4,5,6,6,6,6,5,5,5,5,6,5,femal,28,,140.17,,,,,,,,8.18,,,,52.7,7.52,,8.3,4.22,5.75,3.71,23.5,15.75,,3.73,4.22,2.59
246,2024-07-22 22:15:20,20,en,1590585823,2024-07-22 22:11:29,2024-07-22 22:15:20,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,6,5,5,4,4,6,6,6,6,6,5,5,5,4,6,5,male,57,,223.07,,,,,,,,12.53,,,,110.05,10.6,,8.75,3.76,4.38,4.1,34.86,22.63,,3.42,5.44,2.55
247,2024-07-22 22:14:36,20,en,1778401976,2024-07-22 22:11:31,2024-07-22 22:14:36,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,4,6,5,6,5,4,4,4,4,5,6,6,6,4,5,5,5,4,4,5,femal,53,,184.29,,,,,,,,16.6,,,,33.47,14.55,,10.73,7.18,7.72,9.79,45.26,23.13,,4.38,4.47,7.01
248,2024-07-22 22:14:57,20,en,286680332,2024-07-22 22:11:33,2024-07-22 22:14:57,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,5,6,4,6,6,3,4,4,4,4,6,6,3,3,5,5,5,4,3,5,male,44,,193.57,,,,,,,,24.92,,,55.76,,12.78,,10.15,6.91,5.92,6.63,37.96,18.35,,3.92,4.72,5.55
249,2024-07-22 22:14:07,20,en,132372802,2024-07-22 22:11:38,2024-07-22 22:14:07,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,male,24,,147.78,,,,,,,,22.83,,,,21.37,16.77,,10.89,6.66,5.85,5.62,29.22,19.46,,3.94,3.09,2.08
250,2024-07-22 22:13:48,20,en,2054602923,2024-07-22 22:11:38,2024-07-22 22:13:48,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,6,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,59,,127.86,,,,,,,,11.37,,,35.41,,11.14,,6,4.6,5.47,4.33,26.86,12.05,,3.37,3.72,3.54
251,2024-07-22 22:16:26,20,en,1367500469,2024-07-22 22:11:38,2024-07-22 22:16:26,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,3,5,femal,71,,262.48,,,,,,,,17.97,,31.59,,,34.92,,16.06,8.94,12.2,15.87,59.47,41.07,,5.43,7.48,11.48
252,2024-07-22 22:14:27,20,en,1408599537,2024-07-22 22:11:40,2024-07-22 22:14:27,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,male,38,,159.44,,,,,,,,11.23,,32.93,,,11.75,,7.86,11.01,6.23,7.56,32.13,18.01,,6.67,5.89,8.17
253,2024-07-22 22:16:21,20,en,1308303810,2024-07-22 22:11:41,2024-07-22 22:16:21,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,4,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,femal,43,,259.11,,,,,,,,21.89,,53.35,,,35.91,,23.8,7.87,6,15.43,48.95,25.94,,6.15,6.09,7.73
254,2024-07-22 22:14:31,20,en,998765661,2024-07-22 22:11:41,2024-07-22 22:14:31,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,6,6,6,6,6,5,5,5,5,5,5,femal,33,,171.11,,,,,,,,5.85,22.88,,,,9.1,,5.81,3.79,4.05,3.3,76.58,28.81,,3.31,3.42,4.21
255,2024-07-22 22:17:09,20,en,1601019054,2024-07-22 22:11:43,2024-07-22 22:17:09,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,4,6,6,5,7,7,1,1,1,1,1,3,3,2,2,5,5,5,4,5,5,male,44,,318.16,,,,,,,,32.21,,,53.58,,24.76,,23.86,9.77,10.93,7.22,61.67,52.09,,7.82,19.14,15.11
256,2024-07-22 22:13:04,20,en,457304126,2024-07-22 22:11:44,2024-07-22 22:13:04,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,femal,32,,80.03,,,,,,,,2.36,,15.91,,,4.39,,7.42,5.26,4.23,3.57,14.35,7.53,,4.71,8.26,2.04
257,2024-07-22 22:14:25,20,en,46099281,2024-07-22 22:11:44,2024-07-22 22:14:25,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,26,,154.72,,,,,,,,10.99,50.86,,,,11.15,,5.45,4.3,5.12,3.35,32.4,20.5,,3.29,3.59,3.72
258,2024-07-22 22:13:40,20,en,1540251540,2024-07-22 22:11:44,2024-07-22 22:13:40,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,5,5,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,femal,57,,116.66,,,,,,,,5.14,,,,33.46,9.11,,7.98,6.03,6.68,4.75,17.75,7.72,,7.54,6.71,3.79
259,2024-07-22 22:21:13,20,en,895376694,2024-07-22 22:11:44,2024-07-22 22:21:13,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,6,6,5,7,5,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,femal,29,,145.78,,,,,,,,12.82,23.83,,,,17.78,,7.99,4.6,9.6,9.07,32.88,14.33,,3.6,5.27,4.01
260,2024-07-22 22:13:53,20,en,767597920,2024-07-22 22:11:44,2024-07-22 22:13:52,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,2,6,6,5,7,7,6,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,28,,126.5,,,,,,,,13.23,,,25.16,,14.04,,7.75,6.28,4.82,6.53,27.02,10.33,,4.09,4.25,3
261,2024-07-22 22:14:00,20,en,10724281,2024-07-22 22:11:45,2024-07-22 22:14:00,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,6,6,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,male,35,,125.29,,,,,,,,6.71,,28.4,,,16.36,,8.41,4.15,5.38,4.27,33.78,7.25,,4.01,3.7,2.87
262,2024-07-22 22:16:23,20,en,507075396,2024-07-22 22:11:45,2024-07-22 22:16:23,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,male,54,,258.02,,,,,,,,13.13,,,,113.19,18.41,,11.6,6.49,7.9,7.15,40.39,21.08,,4.64,8.37,5.67
263,2024-07-22 22:13:52,20,en,1416824519,2024-07-22 22:11:46,2024-07-22 22:13:52,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,43,,127.45,,,,,,,,8.8,,,,30.69,10.67,,7.71,4.41,6.21,5.33,25.47,12.46,,5.03,5.73,4.94
264,2024-07-22 22:15:05,20,en,1085426941,2024-07-22 22:11:48,2024-07-22 22:15:05,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,5,5,5,5,5,6,1,5,5,5,5,5,5,5,5,femal,32,,184.22,,,,,,,,10.01,,32.35,,,9.06,,9.84,5.93,11.21,6.66,53.33,28.08,,6.48,5.82,5.45
265,2024-07-22 22:14:41,20,en,1787690363,2024-07-22 22:11:48,2024-07-22 22:14:41,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,6,6,5,7,7,6,6,6,5,5,1,2,2,5,5,5,5,5,5,5,femal,49,,171.14,,,,,,,,16.91,,51.82,,,7.15,,6.9,6.67,6.69,6.2,31.62,18.26,,5.87,6.47,6.58
266,2024-07-22 22:13:37,20,en,1712590597,2024-07-22 22:11:50,2024-07-22 22:13:37,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,1,,,,,,,1,5,5,5,7,6,5,3,2,6,5,6,6,6,4,5,5,5,5,3,5,male,22,,107.56,,,,,,,,3.17,15.85,,,,15.08,,6.88,4.21,4.25,6.54,31.92,10.95,,2.77,3.45,2.49
267,2024-07-22 22:14:58,20,en,1752376334,2024-07-22 22:11:51,2024-07-22 22:14:58,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,3,,,,,,,3,6,6,5,7,7,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,femal,41,,183.86,,,,,,,,8.12,,,48.31,,9.03,,18.09,5.69,8.55,6.21,33.96,30.57,,4.88,4.89,5.56
268,2024-07-22 22:15:54,20,en,1685059305,2024-07-22 22:11:51,2024-07-22 22:15:54,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,6,5,6,5,5,5,5,5,femal,40,,235.16,,,,,,,,26.28,,,,64.38,13.74,,16.11,7.09,7.38,7.08,41.69,31.49,,5.87,5.9,8.15
269,2024-07-22 22:14:01,20,en,1302092997,2024-07-22 22:11:56,2024-07-22 22:14:01,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,4,5,6,6,6,5,5,4,4,4,4,4,femal,33,,120.46,,,,,,,,7.56,,,,23.97,10.05,,5.79,4.83,6.63,4.55,20.66,20.29,,6.59,4.38,5.16
270,2024-07-22 22:14:48,20,en,1542936029,2024-07-22 22:11:59,2024-07-22 22:14:48,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,2,,,,,,,2,3,4,4,6,5,4,4,4,3,4,6,6,6,4,4,4,4,4,4,4,femal,36,,163.94,,,,,,,,13.38,,44.46,,,8.69,,19.59,5.62,5.87,8.99,32.44,11.73,,3.85,5.92,3.4
271,2024-07-22 22:15:11,20,en,1289806188,2024-07-22 22:12:01,2024-07-22 22:15:11,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,7,7,5,5,5,5,5,6,6,5,5,5,5,5,5,5,5,femal,38,,165.65,,,,,,,,15.92,,,,31.09,12.36,,11.9,7.72,7.57,7.36,40.48,16.55,,4.71,5.19,4.8
272,2024-07-22 22:14:35,20,en,622665471,2024-07-22 22:12:03,2024-07-22 22:14:35,https://app.prolific.com/,,,66978d746fdddabc9c3b2ff4,4,,,,,,,4,6,6,5,5,4,5,5,5,6,5,6,6,6,5,5,5,5,5,5,5,femal,23,,133.66,,,,,,,,11.51,,,,32.33,8.03,,6.95,3.93,8.12,6.92,31.45,12.74,,3.58,4.04,4.06
